round,ss.beta.mult,beta.mult,sy.mult,clone,number,exposure,fluor.,control,f,ss.f,length,scope,mm,eggs,time ,notes,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,fecundity,death.age,end.size,dead,infected,uninfected,spore yield,mult.inf,mult.uninf,mult.ed,more notes,group f,group ss f,ID
1,1,1,1,Bris.112,8,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,4,0,0,7,,,,,,,,,,,11,13,83,1,0,1,,0,1,0,,,,1283
1,1,1,1,Bris.112,9,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,2,0,12,,85,0,0,1,,0,1,0,,,,1284
1,1,1,1,Bris.112,11,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,2,2,0,,,,,,,,,,,,4,12,78,1,0,1,,0,1,0,,,,1285
1,1,1,1,Bris.112,12,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,4,0,3,1,0,4,0,,,,,,12,18,83,1,0,1,,0,1,0,,,,1286
1,1,1,1,Bris.112,13,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,3,0,0,6,0,0,6,0,5,1,0,,,,21,20,84,1,0,1,,0,1,0,,,,1287
1,1,1,1,Bris.112,14,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,14,64,1,1,0,,1,0,0,,,,1288
1,1,1,1,Bris.112,2,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,17,59,1,1,0,,1,0,0,,,,1289
1,1,1,1,Bris.112,4,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,4,0,0,6,0,,,,,,,,,,10,14,80,1,1,0,,1,0,0,,,,1290
1,1,1,1,Bris.112,5,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,2,14,63,1,1,0,7.625,1,0,0,,,,1291
1,1,1,1,Bris.112,6,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,,,,,,,,,,,,,0,11,,1,0,1,,0,0,1,,,,1292
1,1,1,1,Bris.112,8,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,2,0,0,6,0,6,0,0,3,0,,,,,17,19,81,1,0,1,,0,1,0,,,,1293
1,1,1,1,Bris.112,9,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,5,0,0,6,0,0,2,0,0,,,,,,13,18,82,1,0,1,,0,1,0,,,,1294
1,1,1,1,Bris.112,10,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,2,0,6,0,,,,,,,,,,8,14,,1,0,1,,0,1,0,,,,1295
1,1,1,1,Bris.112,12,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,0,6,0,,,,,,,,,,6,14,,1,0,1,,0,1,0,,,,1296
1,1,1,1,Bris.112,13,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,5,0,0,9,0,0,2,,,,,,,,16,16,84,1,1,0,29.625,1,0,0,,,,1297
1,1,1,1,Bris.112,14,200,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,3,17,75,1,0,1,,0,1,0,,,,1298
1,1,1,1,Bris.112,1,393,348.43,385.9988889,4.336820121,3.395614241,58,A,1.130125128,,0.354166667,avg,0,0,0,1,1,0,3,0,0,2,0,0,5,0,0,3,0,0,3,18,,92,0,0,1,,0,1,0,,,,1299
1,1,1,1,Bris.112,2,393,351.74,385.9988889,3.936376572,3.555593004,54,,1.052185464,,0.354166667,avg,0,0,0,0,0,2,0,0,7,0,0,0,,,,,,,,9,16,,1,1,0,19.5,1,0,0,,,,1300
1,1,1,1,Bris.112,3,393,317.16,385.9988889,8.319308295,8.103701876,52,B,1.013215632,,0.354166667,avg,0,0,0,0,0,2,0,0,3,0,,,,,,,,,,5,14,72,1,0,1,,0,1,0,,,,1301
1,1,1,1,Bris.112,4,393,357.67,385.9988889,3.228298617,3.027086876,53,B,1.032700548,,0.354166667,avg,0,0,0,0,0,3,0,0,5,0,0,1,,,,,,,,9,16,81,1,1,0,26.875,1,0,0,,,,1302
1,1,1,1,Bris.112,6,393,335.23,385.9988889,5.972511283,4.519140876,59,B,1.149610044,,0.354166667,avg,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,,,3,20,84,1,0,1,,0,1,0,,,,1303
1,1,1,1,Bris.112,8,393,336.31,385.9988889,5.836283461,4.569653959,58,A,1.130125128,,0.354166667,avg,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,10,,93,0,0,1,,0,1,0,,,,1304
1,1,1,1,Bris.112,9,393,301.82,385.9988889,10.41897929,8.446531145,57,B,1.110640212,,0.354166667,avg,0,0,0,2,0,0,5,0,,,,,,,,,,,,7,12,75,1,0,1,,0,1,0,,,,1305
1,1,1,1,Bris.112,10,393,307.7,385.9988889,9.601801776,7.265267963,59,B,1.149610044,,0.354166667,avg,0,0,0,1,0,0,5,0,0,5,,,,,,,,,,11,14,80,1,1,0,19.5,1,0,0,,,,1306
1,1,1,1,Bris.112,11,393,337.46,385.9988889,5.691706143,3.899976724,62,B,1.208064792,,0.354166667,avg,0,0,0,0,2,0,0,6,0,2,3,0,0,,,,,,,13,17,81,1,0,1,,0,1,0,,,,1307
1,1,1,1,Bris.112,12,393,383.15,385.9988889,0.313747773,0.317719027,51,B,0.993730716,,0.354166667,avg,0,0,0,0,0,4,0,0,6,0,0,,,,,,,,,10,15,76,1,1,0,17,1,0,0,,,,1308
1,1,1,1,Bris.112,13,393,,,,,50,B,0.9742458,,0.354166667,avg,0,0,0,0,0,4,0,0,6,0,0,6,0,1,,,,,,17,18,83,1,0,1,,0,1,0,,,,1309
1,1,1,1,Bris.112,14,393,342.93,385.9988889,5.010697958,4.525990407,54,B,1.052185464,,0.354166667,avg,0,0,0,0,0,0,0,0,0,0,0,2,0,1,,,,,,3,18,74,1,0,1,,0,1,0,,,,1310
1,1,1,1,Bris.112,15,393,333.35,385.9988889,6.210698903,5.216357468,56,A,1.091155296,,0.354166667,avg,0,0,0,0,0,0,2,0,6,0,0,0,0,0,3,0,0,0,0,11,,95,0,0,1,,0,1,0,,,,1311
1,1,1,1,Bris.6,1,0,284.64,385.9988889,12.8758516,8.026979864,65,A,1.26651954,,0.354861111,avg,0,0,0,0,0,0,5,0,1,0,0,5,0,0,4,0,0,5,0,20,,100,0,0,1,,0,1,0,,,,1312
1,1,1,1,Bris.6,2,0,300.66,385.9988889,10.56136154,5.842848863,69,A,1.344459204,,0.354861111,avg,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,5,0,4,21,,98,0,0,1,,0,1,0,,,,1313
1,1,1,1,Bris.6,3,0,339.33,385.9988889,5.446979185,4.415795256,57,A,1.110640212,,0.354861111,avg,0,0,0,0,0,0,4,0,5,0,0,4,0,0,5,0,0,0,0,18,,95,0,0,1,,0,1,0,,,,1314
1,1,1,1,Bris.6,4,0,351.21,385.9988889,3.99241363,2.567311143,64,A,1.247034624,,0.354861111,avg,0,0,0,0,0,0,5,0,0,4,0,2,4,0,5,0,0,4,0,24,,102,0,0,1,,0,1,0,,,,1315
1,1,1,1,Bris.6,5,0,309.6,385.9988889,9.32280302,5.9950041,64,A,1.247034624,,0.354861111,avg,0,0,0,0,0,0,5,0,0,6,0,6,0,0,5,0,0,5,0,27,,105,0,0,1,,0,1,0,,,,1316
1,1,1,1,Bris.6,6,0,338.65,385.9988889,5.531771213,4.646127035,56,,1.091155296,,0.354861111,avg,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1317
1,1,1,1,Bris.6,7,0,298.39,385.9988889,10.88171374,6.783807378,65,B,1.26651954,,0.354861111,avg,0,0,0,0,0,0,6,0,5,0,0,6,0,0,6,0,0,4,,27,22,97,1,0,1,,0,1,0,,,,1318
1,1,1,1,Bris.6,8,0,318.95,385.9988889,8.06513313,5.900814525,60,A,1.16909496,,0.354861111,avg,0,0,0,0,0,0,3,0,3,0,0,6,0,0,5,0,0,6,0,23,,102,0,0,1,,0,1,0,,,,1319
1,1,1,1,Bris.6,9,0,322.92,385.9988889,7.542241351,3.727843139,73,A,1.422398868,,0.354861111,avg,0,0,0,0,0,0,3,0,6,0,0,5,0,4,0,0,4,0,0,22,,90,0,0,1,,0,1,0,,,,1320
1,1,1,1,Bris.6,10,0,277.84,385.9988889,13.89793382,8.15461681,67,A,1.305489372,,0.354861111,avg,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,4,0,0,0,17,,92,0,0,1,,0,1,0,,,,1321
1,1,1,1,Bris.6,11,0,294.43,385.9988889,11.44644476,7.135868328,65,A,1.26651954,,0.354861111,avg,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,13,,95,0,0,1,,0,1,0,,,,1322
1,1,1,1,Bris.6,12,0,348.61,385.9988889,4.30650199,2.071400788,74,A,1.441883784,,0.354861111,avg,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,5,0,1,20,,101,0,0,1,,0,1,0,,,,1323
1,1,1,1,Bris.6,13,0,291.13,385.9988889,11.9228867,8.169603181,62,A,1.208064792,,0.354861111,avg,0,0,0,0,0,0,0,0,1,0,0,6,0,0,5,0,0,3,0,15,,100,0,0,1,,0,1,0,,,,1324
1,1,1,1,Bris.6,14,0,259.54,385.9988889,16.77798631,8.766496475,71,A,1.383429036,,0.354861111,avg,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,5,0,0,20,,103,0,0,1,,0,1,0,,,,1325
1,1,1,1,Bris.6,15,0,277.95,385.9988889,13.88120194,7.252926877,71,A,1.383429036,,0.354861111,avg,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,2,15,,90,0,0,1,,0,1,0,,,,1326
1,1,1,1,Bris.6,1,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,,15,22,91,1,1,0,52.875,1,0,0,,,,1327
1,1,1,1,Bris.6,2,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,4,0,0,,16,22,89,1,1,0,50.125,1,0,0,,,,1328
1,1,1,1,Bris.6,3,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,0,3,0,3,0,0,,,,,,,6,17,92,1,1,0,40,1,0,0,,,,1329
1,1,1,1,Bris.6,4,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,4,0,0,4,0,2,4,0,1,5,0,3,2,25,,102,0,0,1,,0,1,0,,,,1330
1,1,1,1,Bris.6,5,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,4,0,0,5,0,0,5,0,0,5,0,0,6,0,25,,100,0,0,1,,0,1,0,,,,1331
1,1,1,1,Bris.6,6,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,6,0,0,4,0,1,4,0,5,0,0,5,0,25,,101,0,0,1,,0,1,0,,,,1332
1,1,1,1,Bris.6,7,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,4,16,74,1,1,0,16.365,1,0,0,,,,1333
1,1,1,1,Bris.6,8,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,4,0,3,0,0,,,,,,,,,7,15,84,1,0,1,,0,1,0,,,,1334
1,1,1,1,Bris.6,9,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,6,0,0,5,0,4,0,0,5,0,0,4,24,,99,0,0,1,,0,1,0,,,,1335
1,1,1,1,Bris.6,10,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,4,0,0,5,0,0,4,0,4,0,0,5,0,0,22,,95,0,0,1,,0,1,0,,,,1336
1,1,1,1,Bris.6,11,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,3,14,72,1,0,1,,0,1,0,,,,1337
1,1,1,1,Bris.6,12,75,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,1,0,0,13,23,87,1,1,0,29.375,1,0,0,,,,1338
1,1,1,1,Bris.6,1,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,4,0,0,4,0,0,6,0,0,3,0,0,3,0,20,,88,0,0,1,,0,1,0,,,,1339
1,1,1,1,Bris.6,2,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,4,0,0,3,0,5,0,0,6,0,0,5,0,23,,99,0,0,1,,0,1,0,,,,1340
1,1,1,1,Bris.6,3,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,1,4,0,0,5,0,5,0,,,,,,15,18,86,1,1,0,34.875,1,0,0,,,,1341
1,1,1,1,Bris.6,5,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,0,,,,14,20,89,1,1,0,40.5,1,0,0,,,,1342
1,1,1,1,Bris.6,6,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,,,,,12,19,85,1,1,0,43.25,1,0,0,,,,1343
1,1,1,1,Bris.6,7,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,0,0,3,0,2,0,1,3,0,4,0,0,13,,87,0,0,1,,0,1,0,,,,1344
1,1,1,1,Bris.6,8,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,4,0,0,2,0,6,0,0,5,0,,,,17,20,79,1,1,0,38.125,1,0,0,,,,1345
1,1,1,1,Bris.6,9,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,5,0,3,0,0,2,,,,,,,,10,16,90,1,1,0,,1,0,0,,,,1346
1,1,1,1,Bris.6,10,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,5,0,4,0,0,6,0,0,5,0,,,,20,20,89,1,1,0,42.5,1,0,0,,,,1347
1,1,1,1,Bris.6,11,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,5,0,0,2,0,4,,,,,,,,11,16,86,1,1,0,24.75,1,0,0,,,,1348
1,1,1,1,Bris.6,12,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,3,0,5,0,0,4,0,0,5,0,0,5,0,22,,99,0,0,1,,0,1,0,,,,1349
1,1,1,1,Bris.6,13,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,1,0,,14,22,89,1,1,0,45.5,1,0,0,,,,1350
1,1,1,1,Bris.6,14,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,,,,,,,,,,,,,,0,10,,1,0,1,,0,0,1,,,,1351
1,1,1,1,Bris.6,15,200,,,,,avg,avg,1.228245598,,0.354861111,avg,0,0,0,0,0,0,0,4,0,0,2,0,0,,,,,,,6,17,86,1,1,0,38.875,1,0,0,,,,1352
1,1,1,1,Bris.6,1,393,361.06,385.9988889,2.823231653,1.998433811,61,B,1.188579876,,0.354861111,avg,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,,,,10,20,88,1,1,0,49.25,1,0,0,,,,1353
1,1,1,1,Bris.6,2,393,319.51,385.9988889,7.990982082,5.656442948,61,B,1.188579876,,0.354861111,avg,0,0,0,0,0,0,4,0,4,0,0,5,0,0,4,0,,,,17,20,84,1,1,0,28.25,1,0,0,,,,1354
1,1,1,1,Bris.6,3,393,383.03,385.9988889,0.326374556,0.274121541,56,B,1.091155296,,0.354861111,avg,0,0,0,0,0,0,0,2,0,1,4,0,3,0,,,,,,10,18,84,1,1,0,18.625,1,0,0,,,,1355
1,1,1,1,Bris.6,4,393,357.93,385.9988889,3.191264921,2.334873101,60,A,1.16909496,,0.354861111,avg,0,0,0,0,0,4,0,0,3,0,0,1,0,4,0,0,1,0,0,13,,81,0,0,1,,0,1,0,,,,1356
1,1,1,1,Bris.6,5,393,306.86,385.9988889,9.69856373,7.095905896,60,A,1.16909496,,0.354861111,avg,0,0,0,0,0,0,4,0,4,0,0,5,0,0,4,0,0,5,0,22,,101,0,0,1,,0,1,0,,,,1357
1,1,1,1,Bris.6,6,393,316.26,385.9988889,8.423147448,6.16275392,60,B,1.16909496,,0.354861111,avg,0,0,0,0,0,2,0,0,4,0,0,3,0,3,0,0,0,0,,12,22,85,1,1,0,40.375,1,0,0,,,,1358
1,1,1,1,Bris.6,7,393,291.53,385.9988889,11.86484933,7.873794085,63,A,1.227549708,,0.354861111,avg,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,3,0,0,4,22,,96,0,0,1,,0,1,0,,,,1359
1,1,1,1,Bris.6,8,393,370.84,385.9988889,1.693498679,1.372897377,57,,1.110640212,,0.354861111,avg,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1360
1,1,1,1,Bris.6,11,393,349.75,385.9988889,4.168498927,2.306133459,69,B,1.344459204,,0.354861111,avg,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,,,,,9,19,72,1,1,0,32,1,0,0,,,,1361
1,1,1,1,Bris.6,12,393,341.91,385.9988889,5.126806345,3.629026732,61,,1.188579876,,0.354861111,avg,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1362
1,1,1,1,Bris.6,13,393,342.6,385.9988889,5.041588158,4.553892458,54,A,1.052185464,,0.354861111,avg,0,0,0,0,0,0,0,0,4,0,0,2,0,4,0,0,5,0,0,15,,99,0,0,1,,0,1,0,,,,1363
1,1,1,1,Bris.6,14,393,323.53,385.9988889,7.462467994,5.842912984,58,,1.130125128,,0.354861111,avg,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1364
1,1,1,1,Bris.6,15,393,299.03,385.9988889,10.79114815,7.394132013,62,B,1.208064792,,0.354861111,avg,0,0,0,0,2,0,0,3,0,0,0,2,3,,,,,,,10,17,83,1,1,0,29.875,1,0,0,,,,1365
1,1,1,1,Cback.256,1,0,307.68,385.9988889,9.004270067,7.562674048,56,B,1.091155296,,0.377777778,avg,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,6,0,2,,24,,91,0,0,1,,0,1,0,,,,1366
1,1,1,1,Cback.256,2,0,290.38,385.9988889,11.30204439,10.20874635,54,B,1.052185464,,0.377777778,avg,0,0,0,0,0,1,0,0,6,0,0,5,0,0,0,0,8,0,0,20,,92,0,0,1,,0,1,0,,,,1367
1,1,1,1,Cback.256,3,0,326.85,385.9988889,6.604404123,6.433241825,52,B,1.013215632,,0.377777778,avg,0,0,0,0,0,0,4,0,6,0,0,7,0,0,5,0,0,8,0,30,,92,0,0,1,,0,1,0,,,,1368
1,1,1,1,Cback.256,4,0,291.15,385.9988889,11.19689574,11.33862015,51,B,0.993730716,,0.377777778,avg,0,0,0,0,0,0,2,0,2,0,0,6,0,0,3,0,0,6,0,19,,93,0,0,1,,0,1,0,,,,1369
1,1,1,1,Cback.256,5,0,353.95,385.9988889,3.441659455,3.934489087,48,B,0.935275968,,0.377777778,avg,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,5,0,16,,86,0,0,1,,0,1,0,,,,1370
1,1,1,1,Cback.256,6,0,240.54,385.9988889,18.77882142,15.22374654,57,B,1.110640212,,0.377777778,avg,0,0,0,0,1,0,0,5,0,0,4,0,5,0,0,5,0,0,8,28,,95,0,0,1,,0,1,0,,,,1371
1,1,1,1,Cback.256,7,0,240.67,385.9988889,18.75736815,16.33237893,55,B,1.07167038,,0.377777778,avg,0,0,0,0,0,0,2,0,4,0,0,5,0,0,3,0,0,6,0,20,,94,0,0,1,,0,1,0,,,,1372
1,1,1,1,Cback.256,8,0,262.79,385.9988889,15.26608814,15.45931824,51,B,0.993730716,,0.377777778,avg,0,0,0,0,0,0,1,0,5,0,0,6,0,0,3,0,0,5,0,20,,91,0,0,1,,0,1,0,,,,1373
1,1,1,1,Cback.256,9,0,301.13,385.9988889,9.858669845,9.244203724,53,B,1.032700548,,0.377777778,avg,0,0,0,0,0,0,2,0,4,0,0,5,0,0,5,0,0,6,0,22,,95,0,0,1,,0,1,0,,,,1374
1,1,1,1,Cback.256,10,0,293.94,385.9988889,10.81821809,9.771722766,54,B,1.052185464,,0.377777778,avg,0,0,0,0,0,3,0,0,7,0,0,3,0,0,1,0,1,6,0,21,,92,0,0,1,,0,1,0,,,,1375
1,1,1,1,Cback.256,11,0,263.07,385.9988889,15.22380446,14.82925844,52,B,1.013215632,,0.377777778,avg,0,0,0,0,0,3,0,0,7,0,0,3,0,7,0,0,6,0,0,26,,91,0,0,1,,0,1,0,,,,1376
1,1,1,1,Cback.256,12,0,213.21,385.9988889,23.56770026,18.45287939,58,B,1.130125128,,0.377777778,avg,0,0,0,0,2,0,3,2,,,,,,,,,,,,7,12,64,1,0,1,,0,1,0,,,,1377
1,1,1,1,Cback.256,13,0,299.16,385.9988889,10.11928011,9.48857081,53,B,1.032700548,,0.377777778,avg,0,0,0,0,0,0,2,2,0,6,0,4,0,0,6,0,0,7,0,27,,90,0,0,1,,0,1,0,,,,1378
1,1,1,1,Cback.256,14,0,326.1,385.9988889,6.695619147,9.537987648,43,,0.837851388,,0.377777778,avg,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1379
1,1,1,1,Cback.256,15,0,305.25,385.9988889,9.319104712,12.12138061,45,B,0.87682122,,0.377777778,avg,0,0,0,0,0,2,0,0,5,0,0,2,0,0,2,0,0,6,0,17,,88,0,0,1,,0,1,0,,,,1380
1,1,1,1,Cback.256,1,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,13,,88,0,0,1,,0,1,0,,,,1381
1,1,1,1,Cback.256,2,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,1,0,7,0,0,6,0,0,2,0,,,,,,16,18,78,1,1,0,36.625,1,0,0,,,,1382
1,1,1,1,Cback.256,3,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,9,0,21,,92,0,0,1,,0,1,0,,,,1383
1,1,1,1,Cback.256,4,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,4,0,4,0,0,,,,,,,,,8,15,78,1,1,0,,1,0,0,,,,1384
1,1,1,1,Cback.256,5,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,2,0,0,6,0,0,7,0,,,,,,,15,17,75,1,1,0,32.25,1,0,0,,,,1385
1,1,1,1,Cback.256,6,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,4,0,0,7,0,0,6,0,7,0,0,7,0,0,31,,91,0,0,1,,0,1,0,,,,1386
1,1,1,1,Cback.256,7,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,2,0,0,0,0,3,0,0,,,,,,5,18,75,1,1,0,35.625,1,0,0,,,,1387
1,1,1,1,Cback.256,8,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,1,1,0,14,,90,0,0,1,,0,1,0,,,,1388
1,1,1,1,Cback.256,9,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,,,,,8,19,76,1,1,0,32.5,1,0,0,,,,1389
1,1,1,1,Cback.256,10,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,5,0,0,6,0,0,5,,,,,,,,16,16,75,1,1,0,30.125,1,0,0,,,,1390
1,1,1,1,Cback.256,11,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,0,4,0,0,4,0,2,0,0,7,0,0,17,,87,0,0,1,,0,1,0,,,,1391
1,1,1,1,Cback.256,12,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,0,5,0,0,5,0,,,,,,,10,17,73,1,1,0,27.625,1,0,0,,,,1392
1,1,1,1,Cback.256,13,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,3,0,0,3,0,,,,,,,,6,16,76,1,1,0,26.625,1,0,0,,,,1393
1,1,1,1,Cback.256,14,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,0,7,0,0,4,0,,,,,,,11,17,79,1,1,0,11.125,1,0,0,,,,1394
1,1,1,1,Cback.256,15,75,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,3,0,5,0,0,5,0,,,,,,,13,17,,1,1,0,39,1,0,0,,,,1395
1,1,1,1,Cback.256,1,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,3,0,0,4,0,6,0,0,6,0,,,,,,19,18,81,1,1,0,31.125,1,0,0,,,,1396
1,1,1,1,Cback.256,2,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,2,0,4,0,0,5,0,0,0,0,,,,,,11,18,59,1,1,0,18.5,1,0,0,,,,1397
1,1,1,1,Cback.256,3,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,6,0,0,4,0,0,6,1,,,,,17,19,72,1,1,0,33,1,0,0,,,,1398
1,1,1,1,Cback.256,4,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,1,0,6,0,0,,,,,,,,,7,15,76,1,1,0,32.25,1,0,0,,,,1399
1,1,1,1,Cback.256,5,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,4,0,5,0,0,4,0,0,8,0,0,6,0,27,,95,0,0,1,,0,1,0,,,,1400
1,1,1,1,Cback.256,6,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,1,0,4,1,0,5,0,,,,,,,,11,16,73,1,1,0,31.5,1,0,0,,,,1401
1,1,1,1,Cback.256,7,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,1,0,4,0,0,6,0,,,,,,,,11,16,68,1,1,0,21,1,0,0,,,,1402
1,1,1,1,Cback.256,8,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,9,0,0,7,29,,94,0,0,1,,0,1,0,,,,1403
1,1,1,1,Cback.256,9,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,3,0,5,0,0,,,,,,,,,8,15,74,1,1,0,22.5,1,0,0,,,,1404
1,1,1,1,Cback.256,10,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,2,0,0,5,0,0,3,0,0,0,0,1,5,0,16,,90,0,0,1,,0,1,0,,,,1405
1,1,1,1,Cback.256,11,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,5,0,6,0,0,4,0,,,,,,,15,17,71,1,1,0,37.25,1,0,0,,,,1406
1,1,1,1,Cback.256,12,200,,,,,avg,avg,0.997627699,,0.377777778,avg,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,5,0,14,,85,0,0,1,,0,1,0,,,,1407
