round,ss.beta.mult,beta.mult,sy.mult,clone,number,exposure,fluor.,control,f,ss.f,length,scope,mm,eggs,time ,notes,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,fecundity,death.age,end.size,dead,infected,uninfected,spore yield,mult.inf,mult.uninf,mult.ed,more notes,group f,group ss f,ID
2,0.50855856,0.560295718,1.326886898,Mid.273,11,0,264.62,359.2049,12.69407672,11.29768309,53,B,1.057280252,,0.361111111,,0,0,0,0,0,2,0,3,0,0,6,0,0,0,0,0,2,0,7,20,,100,0,0,1,,0,1,0,,,,365
2,0.50855856,0.560295718,1.326886898,Mid.273,12,0,229.73,356.4208,18.24399757,13.10255499,59,B,1.176972356,,0.361111111,,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,0,0,3,13,,102,0,0,1,,0,1,0,,,,366
2,0.50855856,0.560295718,1.326886898,Mid.273,13,0,236.23,353.6367,16.7592825,12.454877,58,B,1.157023672,,0.361111111,,0,0,0,0,0,2,0,3,0,0,9,0,0,4,0,0,0,0,0,18,,99,0,0,1,,0,1,0,,,,367
2,0.50855856,0.560295718,1.326886898,Mid.273,14,0,267.64,350.8526,11.24543347,10.00839575,53,B,1.057280252,,0.361111111,,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,10,18,,94,0,0,1,,0,1,0,,,,368
2,0.50855856,0.560295718,1.326886898,Mid.273,15,0,282.16,348.0685,8.719962102,6.262541009,59,B,1.176972356,,0.361111111,,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,9,,98,0,0,1,,0,1,0,,,,369
2,0.50855856,0.560295718,1.326886898,Mid.273,1,75,287.22,411.6793,14.95368729,10.73950538,59,B,1.176972356,,0.361111111,,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,1,4,13,,103,0,0,1,,0,1,0,,,,370
2,0.50855856,0.560295718,1.326886898,Mid.273,2,75,,,,,62,B,1.236818408,,0.361111111,,0,0,0,0,0,0,5,0,0,9,0,0,8,0,0,2,0,0,8,32,,107,0,0,1,,0,1,0,,,,371
2,0.50855856,0.560295718,1.326886898,Mid.273,3,75,361.99,407.7779,4.94748317,3.435752201,60,B,1.19692104,,0.361111111,,0,0,0,0,0,2,0,0,2,0,7,0,0,4,0,0,9,0,0,24,,101,0,0,1,,0,1,0,,,,372
2,0.50855856,0.560295718,1.326886898,Mid.273,4,75,285.27,405.8272,14.64194851,10.88135294,58,B,1.157023672,,0.361111111,,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,4,14,75,1,0,1,,0,1,0,,,,373
2,0.50855856,0.560295718,1.326886898,Mid.273,5,75,272.08,403.8765,16.4082322,11.3946057,60,B,1.19692104,,0.361111111,,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,3,14,80,1,1,0,18.125,1,0,0,,,,374
2,0.50855856,0.560295718,1.326886898,Mid.273,6,75,297.11,401.9258,12.55147147,8.716299631,60,B,1.19692104,,0.361111111,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,14,87,1,0,1,,0,1,0,,,,375
2,0.50855856,0.560295718,1.326886898,Mid.273,7,75,372.34,399.9751,2.973941162,2.135838238,59,B,1.176972356,,0.361111111,,0,0,0,0,1,0,0,3,0,5,0,0,7,0,0,4,0,0,8,28,,102,0,0,1,,0,1,0,,,,376
2,0.50855856,0.560295718,1.326886898,Mid.273,8,75,316.85,398.0244,9.474293112,6.579370216,60,B,1.19692104,,0.361111111,,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,3,14,80,1,0,1,,0,1,0,,,,377
2,0.50855856,0.560295718,1.326886898,Mid.273,9,75,315.91,396.0737,9.393629905,7.7633305,55,B,1.09717762,,0.361111111,,0,0,0,0,1,0,0,5,0,0,3,0,1,0,0,4,0,0,3,17,,103,0,0,1,,0,1,0,,,,378
2,0.50855856,0.560295718,1.326886898,Mid.273,10,75,374.33,394.123,2.140280945,1.646876689,57,B,1.137074988,,0.361111111,,0,0,0,0,3,0,2,0,0,6,1,0,8,0,0,0,0,0,0,20,,103,0,0,1,,0,1,0,,,,379
2,0.50855856,0.560295718,1.326886898,Mid.273,11,75,297.66,392.1723,11.45420537,8.226231951,59,B,1.176972356,,0.361111111,,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,2,0,0,10,,99,0,0,1,,0,1,0,,,,380
2,0.50855856,0.560295718,1.326886898,Mid.273,12,75,290.25,390.2216,12.29422828,5.464101458,75,B,1.4961513,,0.361111111,,0,0,0,0,0,0,,,,,,,,,,,,,,0,10,84,1,0,1,,0,0,1,,,,381
2,0.50855856,0.560295718,1.326886898,Mid.273,13,75,366.92,388.2709,2.34939259,1.941646768,55,B,1.09717762,,0.361111111,,0,0,0,0,0,2,0,0,4,0,0,7,0,1,0,0,2,0,0,16,,101,0,0,1,,0,1,0,,,,382
2,0.50855856,0.560295718,1.326886898,Mid.273,14,75,348.26,386.3202,4.308254253,3.834330948,53,B,1.057280252,,0.361111111,,0,0,0,0,0,0,0,2,0,3,1,1,7,0,0,,,,,14,19,92,1,0,1,,0,1,0,,,,383
2,0.50855856,0.560295718,1.326886898,Mid.273,15,75,385.75,384.3695,-0.148922103,-0.123076118,55,B,1.09717762,,0.361111111,,0,0,0,0,0,2,0,0,0,0,4,0,0,5,0,0,3,0,0,14,,94,0,0,1,,0,1,0,,,,384
2,0.50855856,0.560295718,1.326886898,Mid.273,1,200,277.99,362.1993,10.99147033,7.893902854,59,B,1.176972356,,0.361111111,,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,6,0,0,0,12,,99,0,0,1,,0,1,0,,,,385
2,0.50855856,0.560295718,1.326886898,Mid.273,2,200,315.77,359.7686,5.418565471,5.418565471,50,B,0.9974342,,0.361111111,,0,0,0,0,0,0,3,0,5,0,0,7,0,0,0,,,,,15,19,87,1,1,0,42.375,1,0,0,,,,386
2,0.50855856,0.560295718,1.326886898,Mid.273,3,200,294.15,357.3379,8.083051951,6.00702434,58,B,1.157023672,,0.361111111,,0,0,0,0,0,4,0,0,4,0,0,0,,,,,,,,8,16,78,1,1,0,29.75,1,0,0,,,,387
2,0.50855856,0.560295718,1.326886898,Mid.273,5,200,236.06,352.4765,16.6526838,13.27541757,56,B,1.117126304,,0.361111111,,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,,,,,6,19,93,1,0,1,,0,1,0,,,,388
2,0.50855856,0.560295718,1.326886898,Mid.273,6,200,314.15,350.0458,4.494188391,3.714205281,55,B,1.09717762,,0.361111111,,0,0,0,0,1,0,4,0,0,7,0,0,0,,,,,,,12,17,85,1,1,0,26.625,1,0,0,,,,389
2,0.50855856,0.560295718,1.326886898,Mid.273,7,200,265.03,347.6151,11.26742425,8.373531697,58,B,1.157023672,,0.361111111,,0,0,0,0,0,0,0,0,1,0,2,0,5,1,0,6,0,0,8,23,,98,0,0,1,,0,1,0,,,,390
2,0.50855856,0.560295718,1.326886898,Mid.273,8,200,323.04,345.1844,2.754108516,2.195558447,56,B,1.117126304,,0.361111111,,0,0,0,0,0,2,0,0,4,0,0,5,0,3,0,0,0,0,0,14,,94,0,0,1,,0,1,0,,,,391
2,0.50855856,0.560295718,1.326886898,Mid.273,9,200,219.85,342.7537,18.44584412,12.80961397,60,B,1.19692104,,0.361111111,,0,0,0,0,1,0,0,3,0,0,0,0,7,0,0,8,0,0,0,19,,106,0,0,1,,0,1,0,,,,392
2,0.50855856,0.560295718,1.326886898,Mid.273,10,200,299.21,340.323,5.348056098,4.115155507,57,B,1.137074988,,0.361111111,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1,13,78,1,0,1,,0,1,0,,,,393
2,0.50855856,0.560295718,1.326886898,Mid.273,11,200,235.57,337.8923,14.98371631,10.76107176,59,B,1.176972356,,0.361111111,,0,0,0,0,0,3,0,1,1,0,3,0,,,,,,,,8,16,86,1,1,0,15,1,0,0,,,,394
2,0.50855856,0.560295718,1.326886898,Mid.273,12,200,299.86,335.4616,4.660274552,6.017916518,44,B,0.877742096,,0.361111111,,0,0,0,0,0,0,0,0,2,0,3,0,0,6,0,0,1,0,0,12,,98,0,0,1,,0,1,0,,,,395
2,0.50855856,0.560295718,1.326886898,Mid.273,13,200,302.31,333.0309,4.020187743,5.191358139,44,B,0.877742096,,0.361111111,,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,8,0,0,11,28,,103,0,0,1,,0,1,0,,,,396
2,0.50855856,0.560295718,1.326886898,Mid.273,14,200,252.48,330.6002,11.19784511,9.254417448,55,B,1.09717762,,0.361111111,,0,0,0,0,0,1,0,3,0,0,6,0,0,4,0,1,1,,,16,21,84,1,0,1,,0,1,0,,,,397
2,0.50855856,0.560295718,1.326886898,Mid.273,15,200,309.92,328.1695,2.376666424,2.197361709,52,B,1.037331568,,0.361111111,,0,0,0,0,0,0,3,0,0,3,0,9,0,0,5,1,0,0,0,21,,100,0,0,1,,0,1,0,,,,398
2,0.50855856,0.560295718,1.326886898,Mid.273,1,393,340.15,384.8924,5.13320336,3.686586728,59,B,1.176972356,,0.361111111,,0,0,0,0,0,0,5,0,0,6,0,0,7,0,0,1,0,5,0,24,,107,0,0,1,,0,1,0,,,,399
2,0.50855856,0.560295718,1.326886898,Mid.273,2,393,338.69,380.8448,4.872740192,4.505122219,52,B,1.037331568,,0.361111111,,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,,,,,18,19,85,1,1,0,49.125,1,0,0,,,,400
2,0.50855856,0.560295718,1.326886898,Mid.273,3,393,322.19,376.7972,6.503497395,4.670710568,59,B,1.176972356,,0.361111111,,0,0,0,0,0,2,0,4,0,0,6,0,0,0,0,5,0,0,,17,22,89,1,1,0,62.25,1,0,0,,,,401
2,0.50855856,0.560295718,1.326886898,Mid.273,4,393,,,,,60,B,1.19692104,,0.361111111,,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,3,14,87,1,1,0,,1,0,0,,,,402
2,0.50855856,0.560295718,1.326886898,Mid.273,5,393,325.21,368.702,5.213808091,3.50296163,61,B,1.216869724,,0.361111111,,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,,,,,8,19,77,1,0,1,,0,1,0,,,,403
2,0.50855856,0.560295718,1.326886898,Mid.273,6,393,299.47,364.6544,8.180410575,7.862755262,51,B,1.017382884,,0.361111111,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,13,72,1,0,1,,0,1,0,,,,404
2,0.50855856,0.560295718,1.326886898,Mid.273,7,393,347.97,360.6068,1.4817558,1.064173944,59,B,1.176972356,,0.361111111,,0,0,0,0,2,0,0,6,0,0,0,0,5,0,0,6,0,0,0,19,23,100,1,0,1,,0,1,0,,,,405
2,0.50855856,0.560295718,1.326886898,Mid.273,8,393,343.21,356.5592,1.585015488,1.358895308,54,B,1.077228936,,0.361111111,,0,0,0,0,0,3,0,0,4,0,4,1,0,0,0,,,,,12,19,79,1,1,0,22.375,1,0,0,,,,406
2,0.50855856,0.560295718,1.326886898,Mid.273,9,393,310.9,352.5116,5.217738056,3.623429205,60,B,1.19692104,,0.361111111,,0,0,0,0,0,0,0,0,0,0,2,0,7,0,,,,,,9,18,86,1,1,0,46.5,1,0,0,,,,407
2,0.50855856,0.560295718,1.326886898,Mid.273,10,393,345.4,348.464,0.366857694,0.314521342,54,B,1.077228936,,0.361111111,,0,0,0,0,0,0,0,3,0,2,0,0,7,0,0,0,0,6,0,18,,97,0,0,1,,0,1,0,,,,408
2,0.50855856,0.560295718,1.326886898,Mid.273,11,393,278.33,344.4164,8.849517109,6.57663281,58,B,1.157023672,,0.361111111,,0,0,0,0,0,0,4,0,0,8,1,0,9,0,0,10,0,0,0,32,,106,0,0,1,,0,1,0,,,,409
2,0.50855856,0.560295718,1.326886898,Mid.273,12,393,262.62,340.3688,10.77182094,7.00560675,62,B,1.236818408,,0.361111111,,0,0,0,0,3,0,0,6,0,0,1,0,7,0,0,3,0,0,0,20,,103,0,0,1,,0,1,0,,,,410
2,0.50855856,0.560295718,1.326886898,Mid.273,13,393,317.76,336.3212,2.358149879,1.948884197,55,B,1.09717762,,0.361111111,,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,,5,22,92,1,0,1,,0,1,0,,,,411
2,0.50855856,0.560295718,1.326886898,Mid.273,14,393,279.35,332.2736,7.206642693,5.955903052,55,B,1.09717762,,0.361111111,,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,14,76,1,0,1,,0,1,0,,,,412
2,0.50855856,0.560295718,1.326886898,Mid.273,15,393,,,,,45,B,0.89769078,,0.361111111,,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,,,,5,20,85,1,0,1,,0,1,0,,,,413
3,0.461193926,0.657794584,0.925286268,A43,1,0,,,,,65,B,1.29666446,0,0.369444444,,0,0,0,0,4,0,0,1,0,,,,,,,,,,,5,13,83,1,0,1,,0,1,0,,,,414
3,0.461193926,0.657794584,0.925286268,A43,2,0,270.41,320.3664,6.883011,2.828325,78,B,1.555997352,4,0.369444444,,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,11,,88,0,0,1,,0,1,0,,,,415
3,0.461193926,0.657794584,0.925286268,A43,3,0,255.37,312.4246,8.18728,4.698852,66,B,1.316613144,0,0.369444444,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,416
3,0.461193926,0.657794584,0.925286268,A43,4,0,225.28,304.4828,12.232036,4.778139,80,B,1.59589472,4,0.369444444,,0,0,0,3,0,0,6,0,0,4,0,0,3,0,0,0,0,0,,16,22,88,1,0,1,,0,1,0,,,,417
3,0.461193926,0.657794584,0.925286268,A43,5,0,,,,,66,B,1.316613144,0,0.369444444,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,418
3,0.461193926,0.657794584,0.925286268,A43,6,0,197.59,288.5992,15.381664,6.320539,78,B,1.555997352,4,0.369444444,,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,1,0,,,16,21,88,1,0,1,,0,1,0,,,,419
3,0.461193926,0.657794584,0.925286268,A43,7,0,266.33,280.6574,2.127461,1.258852,65,B,1.29666446,0,0.369444444,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,420
3,0.461193926,0.657794584,0.925286268,A43,8,0,193.41,272.7156,13.951375,7.542915,68,B,1.356510512,0,0.369444444,,0,0,0,0,4,0,2,0,,,,,,,,,,,,6,12,75,1,0,1,,0,1,0,,,,421
3,0.461193926,0.657794584,0.925286268,A43,9,0,204.4,264.7738,10.507548,6.030503,66,B,1.316613144,0,0.369444444,,0,0,0,0,4,0,,,,,,,,,,,,,,4,10,76,1,0,1,,0,0,1,,,,422
3,0.461193926,0.657794584,0.925286268,A43,10,0,178.8,318.68,23.464405,13.884263,65,B,1.29666446,0,0.369444444,,0,0,0,0,3,0,0,2,0,0,1,0,0,0,,,,,,6,18,79,1,0,1,,0,1,0,,,,423
3,0.461193926,0.657794584,0.925286268,A43,11,0,160.75,310.991,26.793485,11.009815,78,B,1.555997352,4,0.369444444,,0,0,0,0,4,0,0,2,0,3,0,0,3,0,0,0,0,0,,12,22,83,1,0,1,,0,1,0,,,,424
3,0.461193926,0.657794584,0.925286268,A43,12,0,206.95,303.302,15.519998,8.391002,68,B,1.356510512,0,0.369444444,,0,0,0,0,3,0,0,0,0,2,0,,,,,,,,,5,15,83,1,0,1,,0,1,0,,,,425
3,0.461193926,0.657794584,0.925286268,A43,13,0,204.31,295.613,14.998712,5.858872,80,B,1.59589472,4,0.369444444,,0,0,0,3,0,0,4,0,0,0,0,0,,,,,,,,7,16,92,1,0,1,,0,1,0,,,,426
3,0.461193926,0.657794584,0.925286268,A43,14,0,219.51,287.924,11.015138,4.895617,75,B,1.4961513,4,0.369444444,,0,0,0,2,0,0,3,0,0,4,0,0,4,0,0,6,0,0,2,21,,95,0,0,1,,0,1,0,,,,427
3,0.461193926,0.657794584,0.925286268,A43,15,0,139.46,280.235,28.333788,14.456015,70,B,1.39640788,0,0.369444444,,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,4,15,79,1,0,1,,0,1,0,,,,428
3,0.461193926,0.657794584,0.925286268,A43,1,75,227.4,328.3082,14.910586,9.1007,64,B,1.276715776,0,0.369444444,,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,2,14,78,1,0,1,,0,1,0,,,,429
3,0.461193926,0.657794584,0.925286268,A43,2,75,221.68,320.3664,14.95071,6.64476,75,B,1.4961513,2,0.369444444,,0,0,0,2,0,0,3,0,0,5,0,,,,,,,,,10,15,84,1,0,1,,0,1,0,,,,430
3,0.461193926,0.657794584,0.925286268,A43,3,75,213.37,312.4246,15.482791,6.528416,77,B,1.536048668,4,0.369444444,,0,0,0,3,0,0,1,0,0,0,0,,,,,,,,,4,15,83,1,0,1,,0,1,0,,,,431
3,0.461193926,0.657794584,0.925286268,A43,4,75,255.03,304.4828,7.195943,2.810915,80,B,1.59589472,4,0.369444444,,0,0,0,3,0,0,0,0,,,,,,,,,,,,3,12,83,1,0,1,,0,1,0,,,,432
3,0.461193926,0.657794584,0.925286268,A43,5,75,171.33,296.541,22.27374,12.783368,66,B,1.316613144,0,0.369444444,,0,0,0,0,3,0,0,4,0,0,6,0,,,,,,,,13,16,86,1,1,0,28.875,1,0,0,,,,433
3,0.461193926,0.657794584,0.925286268,A43,6,75,228.01,288.5992,9.567719,6.64425,60,B,1.19692104,0,0.369444444,,0,0,0,0,3,0,0,2,0,0,4,0,1,0,0,,,,,10,19,86,1,0,1,,0,1,0,,,,434
3,0.461193926,0.657794584,0.925286268,A43,7,75,,,,,65,B,1.29666446,2,0.369444444,,0,0,0,3,0,0,2,0,0,2,0,0,0,,,,,,,7,17,82,1,1,0,26.5,1,0,0,,,,435
3,0.461193926,0.657794584,0.925286268,A43,8,75,147.02,272.7156,25.08608,10.308218,78,B,1.555997352,4,0.369444444,,0,0,0,2,0,0,0,,,,,,,,,,,,,2,11,81,1,0,1,,0,0,1,,,,436
3,0.461193926,0.657794584,0.925286268,A43,9,75,219.16,264.7738,7.676681,3.154455,78,B,1.555997352,3,0.369444444,,0,0,0,2,0,0,0,0,,,,,,,,,,,,2,12,82,1,0,1,,0,1,0,,,,437
3,0.461193926,0.657794584,0.925286268,A43,10,75,240.99,318.68,11.34536,7.878723,60,B,1.19692104,0,0.369444444,,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,12,72,1,1,0,,1,0,0,ss,,,438
3,0.461193926,0.657794584,0.925286268,A43,11,75,176.27,310.991,23.051384,12.462903,68,B,1.356510512,0,0.369444444,,0,0,0,0,3,0,0,0,,,,,,,,,,,,3,12,78,1,1,0,,1,0,0,,,,439
3,0.461193926,0.657794584,0.925286268,A43,12,75,174.41,303.302,22.465631,8.775637,80,B,1.59589472,4,0.369444444,,0,0,0,3,0,0,4,0,0,4,0,0,2,0,0,2,0,0,2,17,,97,0,0,1,,0,1,0,,,,440
3,0.461193926,0.657794584,0.925286268,A43,13,75,175.21,295.613,21.237263,12.566428,65,B,1.29666446,0,0.369444444,,0,0,0,0,4,0,,,,,,,,,,,,,,4,10,70,1,0,1,,0,0,1,,,,441
3,0.461193926,0.657794584,0.925286268,A43,14,75,151.95,287.924,25.95025,13.62647,69,B,1.376459196,0,0.369444444,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,442
3,0.461193926,0.657794584,0.925286268,A43,15,75,144.19,280.235,26.979564,10.538892,80,B,1.59589472,4,0.369444444,,0,0,0,3,,,,,,,,,,,,,,,,3,8,74,1,0,1,,0,0,1,,,,443
3,0.461193926,0.657794584,0.925286268,A43,1,200,275.47,328.3082,7.124511,3.166449,75,B,1.4961513,3,0.369444444,,0,0,0,3,0,0,4,0,0,,,,,,,,,,,7,13,89,1,0,1,,0,1,0,,,,444
3,0.461193926,0.657794584,0.925286268,A43,2,200,311.78,320.3664,1.103043,0.579207,69,B,1.376459196,0,0.369444444,,0,0,0,0,4,0,0,0,,,,,,,,,,,,4,12,76,1,0,1,,0,1,0,,,,445
3,0.461193926,0.657794584,0.925286268,A43,3,200,247.41,312.4246,9.472992,3.892584,78,B,1.555997352,4,0.369444444,,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,2,14,83,1,1,0,11.125,1,0,0,ss,,,446
3,0.461193926,0.657794584,0.925286268,A43,4,200,264.66,304.4828,5.691057,2.338534,78,B,1.555997352,4,0.369444444,,0,0,0,3,0,0,0,,,,,,,,,,,,,3,11,78,1,0,1,,0,0,1,,,,447
3,0.461193926,0.657794584,0.925286268,A43,5,200,240.1,296.541,8.572195,4.634621,68,B,1.356510512,0,0.369444444,,0,0,0,0,3,0,,,,,,,,,,,,,,3,10,74,1,0,1,,0,0,1,,,,448
3,0.461193926,0.657794584,0.925286268,A43,7,200,206.5,280.6574,18.76718,11.10484,65,B,1.29666446,0,0.369444444,,0,0,0,0,3,0,0,,,,,,,,,,,,,3,11,79,1,0,1,,0,0,1,,,,449
3,0.461193926,0.657794584,0.925286268,A43,8,200,176.78,272.7156,1.021484,0.552273,68,B,1.356510512,0,0.369444444,,0,0,0,0,3,,,,,,,,,,,,,,,3,9,72,1,0,1,,0,0,1,,,,450
3,0.461193926,0.657794584,0.925286268,A43,9,200,265.94,264.7738,1.606806,0.627659,80,B,1.59589472,4,0.369444444,,0,0,0,2,0,0,0,0,0,,,,,,,,,,,2,13,85,1,0,1,,0,1,0,,,,451
3,0.461193926,0.657794584,0.925286268,A43,10,200,254.5,318.68,14.822593,5.937588,79,B,1.575946036,3,0.369444444,,0,0,0,2,0,0,0,,,,,,,,,,,,,2,11,77,1,0,1,,0,0,1,,,,452
3,0.461193926,0.657794584,0.925286268,A43,11,200,221.21,310.991,12.857111,6.951293,68,B,1.356510512,0,0.369444444,,0,0,0,0,4,0,0,2,0,,,,,,,,,,,6,13,84,1,1,0,,1,0,0,ss,,,453
3,0.461193926,0.657794584,0.925286268,A43,12,200,226.58,303.302,22.388881,8.745657,80,B,1.59589472,5,0.369444444,,0,0,0,3,0,0,6,0,0,0,0,,,,,,,,,9,15,88,1,1,0,23.625,1,0,0,,,,454
3,0.461193926,0.657794584,0.925286268,A43,13,200,,,10.036545,5.760184,66,B,1.316613144,0,0.369444444,,0,0,0,0,3,0,0,0,0,0,4,,,,,,,,,7,15,85,1,1,0,21.625,1,0,0,,,,455
3,0.461193926,0.657794584,0.925286268,A43,14,200,230.87,287.924,12.288971,5.31898,76,B,1.516099984,4,0.369444444,,0,0,0,2,0,0,4,0,0,4,0,0,0,0,,,,,,10,18,88,1,0,1,,0,1,0,,,,456
3,0.461193926,0.657794584,0.925286268,A43,1,393,282.34,328.3082,6.124363,2.392329,80,B,1.59589472,4,0.369444444,,0,0,0,3,0,0,0,,,,,,,,,,,,,3,11,85,1,0,1,,0,0,1,,,,457
3,0.461193926,0.657794584,0.925286268,A43,2,393,228.04,320.3664,13.802249,7.462289,68,B,1.356510512,0,0.369444444,,0,0,0,0,3,0,0,5,0,,,,,,,,,,,8,13,83,1,1,0,,1,0,0,ss,,,458
3,0.461193926,0.657794584,0.925286268,A43,3,393,278.77,312.4246,4.627601,2.655877,66,B,1.316613144,0,0.369444444,,0,0,0,0,3,0,,,,,,,,,,,,,,3,10,73,1,0,1,,0,0,1,,,,459
3,0.461193926,0.657794584,0.925286268,A43,4,393,256.53,304.4828,6.957838,3.761807,68,B,1.356510512,4,0.369444444,,0,0,0,3,1,0,0,,,,,,,,,,,,,4,11,80,1,0,1,,0,0,1,,,,460
3,0.461193926,0.657794584,0.925286268,A43,6,393,258.42,288.5992,4.484546,1.842762,78,B,1.555997352,4,0.369444444,,0,0,0,0,,,,,,,,,,,,,,,,0,8,75,1,0,1,,0,0,1,,,,461
3,0.461193926,0.657794584,0.925286268,A43,7,393,259.11,280.6574,3.24333,1.266926,80,B,1.59589472,4,0.369444444,,0,0,0,4,0,0,,,,,,,,,,,,,,4,10,89,1,0,1,,0,0,1,,,,462
3,0.461193926,0.657794584,0.925286268,A43,8,393,202.24,272.7156,12.13881,4.988005,78,B,1.555997352,4,0.369444444,,0,0,0,3,0,,,,,,,,,,,,,,,3,9,80,1,0,1,,0,0,1,,,,463
3,0.461193926,0.657794584,0.925286268,A43,9,393,192.74,264.7738,12.892348,5.164376,79,B,1.575946036,4,0.369444444,,0,0,0,0,0,,,,,,,,,,,,,,,0,9,78,1,0,1,,0,0,1,,,,464
3,0.461193926,0.657794584,0.925286268,A43,10,393,210.92,318.68,16.756588,8.79888,69,B,1.376459196,0,0.369444444,,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,465
3,0.461193926,0.657794584,0.925286268,A43,11,393,254.54,310.991,8.132724,4.667541,66,B,1.316613144,0,0.369444444,,0,0,0,0,3,0,0,1,0,,,,,,,,,,,4,13,80,1,0,1,,0,1,0,,,,466
3,0.461193926,0.657794584,0.925286268,A43,12,393,242.98,303.302,9.003378,3.606545,79,B,1.575946036,4,0.369444444,,0,0,0,4,0,,,,,,,,,,,,,,,4,9,79,1,0,1,,0,0,1,,,,467
3,0.461193926,0.657794584,0.925286268,A43,13,393,213.67,295.613,13.179995,7.564276,66,B,1.316613144,0,0.369444444,,0,0,0,0,3,0,0,0,,,,,,,,,,,,3,12,75,1,1,0,,1,0,0,ss,,,468
3,0.461193926,0.657794584,0.925286268,A43,14,393,176.51,287.924,19.867088,7.760581,80,B,1.59589472,4,0.369444444,,0,0,0,0,0,,,,,,,,,,,,,,,0,9,80,1,0,1,,0,0,1,,,,469
3,0.461193926,0.657794584,0.925286268,A43,15,393,230.4,280.235,7.950246,3.105565,80,B,1.59589472,4,0.369444444,,0,0,0,2,3,0,,,,,,,,,,,,,,5,10,79,1,0,1,,0,0,1,,,,470
3,0.461193926,0.657794584,0.925286268,A45,1,0,222.16,328.3082,16.129994,5.997172,82,B,1.635792088,4,0.363194444,,0,0,0,4,0,0,5,0,0,2,0,,,,,,,,,11,15,83,1,0,1,,0,1,0,,,,471
3,0.461193926,0.657794584,0.925286268,A45,2,0,149.08,320.3664,31.593914,12.341373,80,B,1.59589472,4,0.363194444,,0,0,0,4,0,0,5,0,0,1,9,0,3,0,0,3,,,,25,20,87,1,0,1,,0,1,0,,,,472
3,0.461193926,0.657794584,0.925286268,A45,3,0,110.52,312.4246,42.917782,16.764758,80,B,1.59589472,4,0.363194444,,0,0,0,3,0,0,2,0,0,,,,,,,,,,,5,13,82,1,0,1,,0,1,0,,,,473
3,0.461193926,0.657794584,0.925286268,A45,4,0,183.85,304.4828,20.835715,8.561684,78,B,1.555997352,4,0.363194444,,0,0,0,4,0,0,5,0,0,6,0,0,0,0,0,2,0,0,2,19,,93,0,0,1,,0,1,0,,,,474
3,0.461193926,0.657794584,0.925286268,A45,5,0,,,,,78,B,1.555997352,5,0.363194444,half,0,0,0,5,0,0,1,0,0,2,0,0,2,0,0,6,0,0,0,16,,99,0,0,1,,0,1,0,,,,475
3,0.461193926,0.657794584,0.925286268,A45,6,0,269.47,288.5992,2.832442,1.169885,78,B,1.555997352,1,0.363194444,,0,0,0,0,0,0,0,,,,,,,,,,,,,0,11,68,1,0,1,,0,0,1,,,,476
3,0.461193926,0.657794584,0.925286268,A45,7,0,235.25,280.6574,7.288903,3.01054,78,B,1.555997352,3,0.363194444,,0,0,0,2,0,0,4,0,0,6,0,0,2,0,0,4,0,0,5,23,,97,0,0,1,,0,1,0,,,,477
3,0.461193926,0.657794584,0.925286268,A45,8,0,267.83,272.7156,0.746585,0.3426,74,B,1.476202616,3,0.363194444,,0,0,0,2,0,0,1,0,3,0,0,0,0,,,,,,,6,17,78,1,0,1,,0,1,0,,,,478
